0.0004	since
0.0002	waiting
0.0003	shouted
0.0002	nearer
0.0001	hidden
0.0001	jewels
0.0003	food
0.0002	pocket
0.0004	gave
0.0002	turning
0.0001	usual
0.0003	guess
0.0001	wits
0.0002	trying
0.0003	trolls
0.0010	under
0.0019	will
0.0002	quickly
0.0005	called
0.0010	light
0.0001	ancient
0.0007	has
0.0005	really
0.0047	their
0.0002	arkenstone
0.0001	bottom
0.0010	side
0.0002	boat
0.0002	afraid
0.0003	quick
0.0002	opening
0.0065	but
0.0001	winter
0.0001	neck
0.0005	wood
0.0001	carrock
0.0022	long
0.0011	ever
0.0005	gone
0.0001	unless
0.0083	on
0.0003	distance
0.0001	swords
0.0003	bank
0.0002	became
0.0001	gems
0.0002	rope
0.0141	was
0.0005	hear
0.0013	never
0.0002	race
0.0003	mean
0.0001	begun
0.0108	that
0.0003	stones
0.0005	hole
0.0002	bert
0.0001	dim
0.0005	goblin
0.0003	branches
0.0028	s
0.0003	arms
0.0001	listen
0.0005	book
0.0003	else
0.0002	narrow
0.0003	kept
0.0001	joined
0.0003	idea
0.0001	clear
0.0001	court
0.0002	understand
0.0002	growing
0.0006	help
0.0003	west
0.0002	stuck
0.0002	dwalin
0.0001	join
0.0003	eagles
0.0001	ten
0.0001	flowers
0.0002	quiet
0.0002	tales
0.0005	among
0.0002	safe
0.0002	blue
0.0003	dale
0.0002	wild
0.0001	knows
0.0007	till
0.0001	miserable
0.0003	tone
0.0002	dain
0.0001	line
0.0012	quite
0.0001	living
0.0002	life
0.0002	barrel
0.0002	shook
0.0002	halls
0.0004	across
0.0004	yes
0.0001	dance
0.0010	found
0.0001	woke
0.0001	follow
0.0012	old
0.0003	mouse
0.0001	haven
0.0001	flat
0.0002	managed
0.0003	except
0.0004	control
0.0004	mind
0.0003	sound
0.0001	beards
0.0002	precious
0.0003	less
0.0001	armed
0.0006	others
0.0002	kind
0.0003	keep
0.0006	mr
0.0001	interrupted
0.0002	catch
0.0002	fat
0.0002	sign
0.0001	carefully
0.0004	best
0.0005	bombur
0.0002	huge
0.0002	bear
0.0015	just
0.0002	size
0.0006	moment
0.0010	day
0.0002	short
0.0002	begin
0.0010	heard
0.0007	tell
0.0002	surprised
0.0005	air
0.0018	do
0.0001	immediately
0.0001	wealth
0.0015	got
0.0001	paths
0.0006	seen
0.0002	dare
0.0001	meanwhile
0.0003	east
0.0002	hair
0.0005	valley
0.0004	low
0.0002	watching
0.0036	or
0.0001	bye
0.0002	wooden
0.0001	wake
0.0001	remark
0.0007	smaug
0.0003	beginning
0.0002	different
0.0002	fellow
0.0004	ponies
0.0001	beg
0.0026	like
0.0002	fine
0.0009	eyes
0.0002	mouth
0.0005	town
0.0001	comfortable
0.0001	nonsense
0.0031	alice
0.0003	followed
0.0001	shot
0.0004	stood
0.0004	march
0.0001	young
0.0002	lying
0.0002	lived
0.0002	curious
0.0003	cat
0.0002	years
0.0003	world
0.0004	rather
0.0001	cry
0.0001	warm
0.0003	party
0.0002	cannot
0.0002	laid
0.0008	elves
0.0002	chief
0.0001	height
0.0001	wished
0.0001	makes
0.0002	four
0.0003	sit
0.0004	eat
0.0002	stay
0.0001	yellow
0.0003	direction
0.0001	spring
0.0003	road
0.0002	sight
0.0001	myself
0.0003	silence
0.0001	simply
0.0004	man
0.0001	nearest
0.0006	days
0.0001	cliff
0.0002	remembered
0.0002	meant
0.0002	mirkwood
0.0005	bard
0.0001	child
0.0002	fallen
0.0002	whatever
0.0002	late
0.0006	place
0.0003	battle
0.0002	middle
0.0001	neither
0.0002	notice
0.0015	far
0.0002	crept
0.0002	oh
0.0002	tired
0.0003	song
0.0003	longer
0.0004	floor
0.0002	jumped
0.0001	wicked
0.0004	words
0.0001	laughing
0.0002	climbed
0.0006	rabbit
0.0042	have
0.0001	stole
0.0003	answer
0.0002	given
0.0008	most
0.0036	so
0.0012	think
0.0002	rate
0.0001	steps
0.0001	hastily
0.0004	half
0.0003	ago
0.0003	saying
0.0003	front
0.0001	caves
0.0049	is
0.0004	below
0.0002	five
0.0012	door
0.0002	wondered
0.0230	to
0.0002	gathered
0.0011	first
0.0001	eaten
0.0001	likely
0.0025	little
0.0002	service
0.0003	spoke
0.0019	see
0.0001	ahead
0.0008	suddenly
0.0017	go
0.0008	night
0.0005	towards
0.0002	pony
0.0003	birds
0.0003	won
0.0005	morning
0.0020	been
0.0002	friend
0.0003	least
0.0004	edge
0.0001	rings
0.0002	son
0.0003	ran
0.0005	balin
0.0019	after
0.0633	the
0.0002	nice
0.0005	large
0.0001	flying
0.0021	your
0.0003	try
0.0002	tears
0.0002	pleased
0.0001	flames
0.0001	second
0.0001	lobster
0.0015	get
0.0002	rocks
0.0002	hung
0.0003	duchess
0.0017	over
0.0003	open
0.0013	hobbit
0.0005	three
0.0001	leading
0.0002	game
0.0006	queen
0.0001	twice
0.0002	hold
0.0003	filled
0.0002	supper
0.0002	care
0.0016	still
0.0014	than
0.0144	it
0.0050	there
0.0002	sea
0.0001	m
0.0021	did
0.0001	wherever
0.0009	two
0.0002	liked
0.0001	waste
0.0008	forest
0.0006	close
0.0002	live
0.0001	cats
0.0045	bilbo
0.0007	men
0.0005	tree
0.0001	fires
0.0002	dreadful
0.0002	hard
0.0005	deep
0.0001	faint
0.0001	dancing
0.0001	forth
0.0001	whose
0.0002	wanted
0.0012	while
0.0001	eastern
0.0004	turtle
0.0006	turned
0.0001	wine
0.0002	guards
0.0006	own
0.0006	being
0.0003	dori
0.0003	heart
0.0001	somebody
0.0002	tall
0.0003	silver
0.0001	soup
0.0003	sleep
0.0012	its
0.0003	beyond
0.0121	they
0.0002	slipped
0.0020	went
0.0003	hill
0.0002	hearts
0.0022	before
0.0015	well
0.0011	say
0.0003	adventures
0.0002	change
0.0006	same
0.0028	when
0.0003	share
0.0003	fast
0.0001	case
0.0001	wet
0.0004	tea
0.0004	dead
0.0002	garden
0.0007	make
0.0001	shape
0.0009	without
0.0002	carried
0.0004	internet
0.0001	discovered
0.0016	know
0.0007	fell
0.0012	round
0.0009	water
0.0001	hoard
0.0004	wall
0.0002	wondering
0.0010	things
0.0003	noise
0.0008	baggins
0.0001	tarts
0.0096	you
0.0002	bofur
0.0001	courage
0.0003	bad
0.0002	work
0.0003	kili
0.0002	advice
0.0001	walk
0.0001	speaking
0.0002	beside
0.0002	shore
0.0001	host
0.0001	steep
0.0001	meet
0.0003	opened
0.0017	good
0.0245	of
0.0001	moved
0.0002	darkness
0.0005	gate
0.0001	goes
0.0003	however
0.0001	walls
0.0038	up
0.0004	because
0.0004	wide
0.0010	am
0.0002	nose
0.0002	fear
0.0007	thing
0.0001	length
0.0002	guard
0.0002	drink
0.0006	gold
0.0003	dormouse
0.0001	doubt
0.0001	draw
0.0001	faces
0.0002	pool
0.0001	dodo
0.0002	speak
0.0001	mighty
0.0003	deal
0.0004	screen
0.0004	caught
0.0006	take
0.0001	weary
0.0002	word
0.0001	death
0.0002	doing
0.0043	be
0.0002	news
0.0003	grew
0.0003	rest
0.0004	hands
0.0002	elrond
0.0004	fit
0.0002	glad
0.0002	straight
0.0001	nori
0.0002	pass
0.0071	for
0.0006	getting
0.0002	does
0.0002	seem
0.0004	use
